formula,formula_with_coefficients,params_num,r2,adj_r2,std_err,max_err,f_stat,func_type,n_dims
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Fy+Gy^2+Hy^3+Iy^4+Jy^5,z=107300-31395lnx-31422(lnx)^2-13739(lnx)^3-2217.8(lnx)^4-125490y+14982y^2+26307y^3-11315y^4+1354.7y^5,10,0.3066,0.22869,12.148,28.968,3.9352,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Fy+Gy^2+Hy^3+Iy^4+Jy^5,z=107300-31395lnx-31422(lnx)^2-13739(lnx)^3-2217.8(lnx)^4-125490y+14982y^2+26307y^3-11315y^4+1354.7y^5,10,0.3066,0.22869,12.148,28.968,3.9352,simple,3
z=A+B/x+Cy+Dy^2,z=-465.5-12.381/x+446.55y-78.31y^2,4,0.30431,0.27502,11.778,28.269,10.389,simple,3
z=A+B/x+Cy+Dy^2,z=-465.5-12.381/x+446.55y-78.31y^2,4,0.30431,0.27502,11.778,28.269,10.389,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy),z=(563.59-723.81x+1246.7x^2-566.58y+229.31y^2-30.421y^3)/(1-8.2979x+14.608x^2+0.071584y),9,0.30368,0.23405,12.106,50.878,4.3613,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy),z=(563.59-723.81x+1246.7x^2-566.58y+229.31y^2-30.421y^3)/(1-8.2979x+14.608x^2+0.071584y),9,0.30368,0.23405,12.106,50.878,4.3613,simple,3
z=A+B/x+Clny+D(lny)^2,z=-279.44-12.35/x+826.27lny-376.86(lny)^2,4,0.30364,0.27432,11.784,28.234,10.356,simple,3
z=A+B/x+Clny+D(lny)^2,z=-279.44-12.35/x+826.27lny-376.86(lny)^2,4,0.30364,0.27432,11.784,28.234,10.356,simple,3
z=A+B/x+Clny,z=35.017-12.016/x+135.71lny,3,0.30135,0.27952,11.741,28.401,13.803,simple,3
z=A+B/x+Clny,z=35.017-12.016/x+135.71lny,3,0.30135,0.27952,11.741,28.401,13.803,simple,3
z=A+B/x+Clny,z=35.017-12.016/x+135.71lny,3,0.30135,0.27952,11.741,28.401,13.803,simple,3
z=A+B/x+Cy,z=24.068-11.972/x+54.008y,3,0.30042,0.27856,11.749,28.408,13.742,simple,3
z=A+B/x+Cy,z=24.068-11.972/x+54.008y,3,0.30042,0.27856,11.749,28.408,13.742,simple,3
z=A+B/x+Cy,z=24.068-11.972/x+54.008y,3,0.30042,0.27856,11.749,28.408,13.742,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hy+Iy^2+Jy^3),z=(50.777-53.284x+107.12x^2-34.239y+6.6413y^2)/(1-0.52912x+1.0565x^2-0.93235y+0.30185y^2-0.031288y^3),10,0.29356,0.21418,12.262,31.448,3.6983,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hy+Iy^2+Jy^3),z=(50.777-53.284x+107.12x^2-34.239y+6.6413y^2)/(1-0.52912x+1.0565x^2-0.93235y+0.30185y^2-0.031288y^3),10,0.29356,0.21418,12.262,31.448,3.6983,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gx^3+Hy+Iy^2),z=(63.397-502.77x+1001.6x^2-0.10631y)/(1-9.4686x+28.605x^2-25.892x^3-0.011321y+0.0020007y^2),9,0.2636,0.18996,12.45,29.805,3.5796,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gx^3+Hy+Iy^2),z=(63.397-502.77x+1001.6x^2-0.10631y)/(1-9.4686x+28.605x^2-25.892x^3-0.011321y+0.0020007y^2),9,0.2636,0.18996,12.45,29.805,3.5796,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=207430+342180lnx+463060(lnx)^2+312740(lnx)^3+105300(lnx)^4+14130(lnx)^5-107210y+5875y^2+27689y^3-11129y^4+1302.2y^5,11,0.25796,0.1652,12.639,28.725,2.7811,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=207430+342180lnx+463060(lnx)^2+312740(lnx)^3+105300(lnx)^4+14130(lnx)^5-107210y+5875y^2+27689y^3-11129y^4+1302.2y^5,11,0.25796,0.1652,12.639,28.725,2.7811,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy,z=38656-898560x+8329900x^2-38506000x^3+88706000x^4-81412000x^5+49.954y,7,0.24552,0.18812,12.464,30.755,4.277,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy,z=38656-898560x+8329900x^2-38506000x^3+88706000x^4-81412000x^5+49.954y,7,0.24552,0.18812,12.464,30.755,4.277,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Fy,z=-43540-115190lnx-113570(lnx)^2-49448(lnx)^3-8025.8(lnx)^4+49.5y,6,0.21344,0.16269,12.658,32.142,4.206,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Fy,z=-43540-115190lnx-113570(lnx)^2-49448(lnx)^3-8025.8(lnx)^4+49.5y,6,0.21344,0.16269,12.658,32.142,4.206,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2,z=-167500-534780lnx-683300(lnx)^2-434990(lnx)^3-138050(lnx)^4-17483(lnx)^5+660.07y-122.12y^2,8,0.1936,0.12271,12.956,29.62,2.731,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2,z=-167500-534780lnx-683300(lnx)^2-434990(lnx)^3-138050(lnx)^4-17483(lnx)^5+660.07y-122.12y^2,8,0.1936,0.12271,12.956,29.62,2.731,simple,3
z=A+Bx+Cx^2+Dx^3+Ey+Fy^2+Gy^3+Hy^4,z=246920-11994x+47921x^2-60668x^3-382070y+222010y^2-57167y^3+5504y^4,8,0.17397,0.10136,13.113,29.412,2.3957,simple,3
z=A+Bx+Cx^2+Dx^3+Ey+Fy^2+Gy^3+Hy^4,z=246920-11994x+47921x^2-60668x^3-382070y+222010y^2-57167y^3+5504y^4,8,0.17397,0.10136,13.113,29.412,2.3957,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+Fy+Gy^2+Hy^3+Iy^4+Jy^5,z=89291+1925.6/x-683.95/x^2+103.08/x^3-5.6189/x^4-71309y-27432y^2+42878y^3-14546y^4+1606.2y^5,10,0.15634,0.061548,13.4,31.405,1.6493,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+Fy+Gy^2+Hy^3+Iy^4+Jy^5,z=89291+1925.6/x-683.95/x^2+103.08/x^3-5.6189/x^4-71309y-27432y^2+42878y^3-14546y^4+1606.2y^5,10,0.15634,0.061548,13.4,31.405,1.6493,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy+Jy^2+Ky^3),z=(-632.11-87.798x+231.53x^2+1076.4y-546.87y^2+87.54y^3)/(1-0.41359x+1.1868x^2+1.9491y-1.9551y^2+0.40882y^3),11,0.15486,0.049219,13.488,32.604,1.4659,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy+Jy^2+Ky^3),z=(-632.11-87.798x+231.53x^2+1076.4y-546.87y^2+87.54y^3)/(1-0.41359x+1.1868x^2+1.9491y-1.9551y^2+0.40882y^3),11,0.15486,0.049219,13.488,32.604,1.4659,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=141430-494.76lnx-748.91(lnx)^2-248.71(lnx)^3-593800lny+932100(lny)^2-647320(lny)^3+167800(lny)^4,8,0.13668,0.060786,13.406,29.613,1.8009,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=141430-494.76lnx-748.91(lnx)^2-248.71(lnx)^3-593800lny+932100(lny)^2-647320(lny)^3+167800(lny)^4,8,0.13668,0.060786,13.406,29.613,1.8009,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy,z=-46337+49258/x-20764/x^2+4341.2/x^3-450.57/x^4+18.588/x^5+49.451y,7,0.12737,0.060974,13.404,28.814,1.9183,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy,z=-46337+49258/x-20764/x^2+4341.2/x^3-450.57/x^4+18.588/x^5+49.451y,7,0.12737,0.060974,13.404,28.814,1.9183,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4,z=237900-501.12lnx-752.64(lnx)^2-249.44(lnx)^3-368820y+213950y^2-54992y^3+5284y^4,8,0.10665,0.028117,13.637,31.77,1.358,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4,z=237900-501.12lnx-752.64(lnx)^2-249.44(lnx)^3-368820y+213950y^2-54992y^3+5284y^4,8,0.10665,0.028117,13.637,31.77,1.358,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4+K(lny)^5,z=35760+310540x-2840200x^2+12793000x^3-28440000x^4+25036000x^5-87219lny-179880(lny)^2+571810(lny)^3-499790(lny)^4+146070(lny)^5,11,0.075302,-0.040286,14.109,31.002,0.65147,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4+K(lny)^5,z=35760+310540x-2840200x^2+12793000x^3-28440000x^4+25036000x^5-87219lny-179880(lny)^2+571810(lny)^3-499790(lny)^4+146070(lny)^5,11,0.075302,-0.040286,14.109,31.002,0.65147,simple,3
z=A+B/x+C/x^2+D/x^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=93432-320.23/x+47.47/x^2-2.0125/x^3-82171y-12432y^2+34305y^3-12308y^4+1384.8y^5,9,0.054185,-0.040397,14.109,30.498,0.57289,simple,3
z=A+B/x+C/x^2+D/x^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=93432-320.23/x+47.47/x^2-2.0125/x^3-82171y-12432y^2+34305y^3-12308y^4+1384.8y^5,9,0.054185,-0.040397,14.109,30.498,0.57289,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=57870-32107lnx-32115(lnx)^2-14038(lnx)^3-2265.9(lnx)^4-184810lny-40.703(lny)^2+413050(lny)^3-434300(lny)^4+136530(lny)^5,10,0.042992,-0.064537,14.272,30.739,0.39981,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=57870-32107lnx-32115(lnx)^2-14038(lnx)^3-2265.9(lnx)^4-184810lny-40.703(lny)^2+413050(lny)^3-434300(lny)^4+136530(lny)^5,10,0.042992,-0.064537,14.272,30.739,0.39981,simple,3
z=(A+Bx+Cy)/(1+Dx+Ex^2+Fy),z=(-16.758-593.1x+71.894y)/(1-13.101x+14.833x^2+0.59148y),6,-0.012539,-0.077864,14.361,90.593,-0.19195,simple,3
z=(A+Bx+Cy)/(1+Dx+Ex^2+Fy),z=(-16.758-593.1x+71.894y)/(1-13.101x+14.833x^2+0.59148y),6,-0.012539,-0.077864,14.361,90.593,-0.19195,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gx^3+Hy),z=(65.059-518.22x+1031.3x^2+0.024751y)/(1-9.5677x+28.653x^2-25.518x^3-4.31e-06y),8,-0.16196,-0.26411,15.552,45.638,-1.5855,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gx^3+Hy),z=(65.059-518.22x+1031.3x^2+0.024751y)/(1-9.5677x+28.653x^2-25.518x^3-4.31e-06y),8,-0.16196,-0.26411,15.552,45.638,-1.5855,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=146990-31165lnx-31180(lnx)^2-13626(lnx)^3-2198.3(lnx)^4-669550lny+1057700(lny)^2-739820(lny)^3+193310(lny)^4,9,-0.35812,-0.49393,16.907,36.653,-2.6369,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=146990-31165lnx-31180(lnx)^2-13626(lnx)^3-2198.3(lnx)^4-669550lny+1057700(lny)^2-739820(lny)^3+193310(lny)^4,9,-0.35812,-0.49393,16.907,36.653,-2.6369,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=92261-11446/x+5111.4/x^2-1145.8/x^3+128.18/x^4-5.7008/x^5-57305y-34844y^2+44284y^3-14507y^4+1577y^5,11,-0.61059,-0.81192,18.62,36.62,-3.0329,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=92261-11446/x+5111.4/x^2-1145.8/x^3+128.18/x^4-5.7008/x^5-57305y-34844y^2+44284y^3-14507y^4+1577y^5,11,-0.61059,-0.81192,18.62,36.62,-3.0329,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hx^2+Ix^3+Jy+Ky^2),z=(97.647+1729.4x-7639.4x^2+11223x^3-177.82y+34.774y^2)/(1+16.851x-73.809x^2+107.37x^3-1.7753y+0.34665y^2),11,-0.74157,-0.95927,19.362,142.9,-3.4064,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hx^2+Ix^3+Jy+Ky^2),z=(97.647+1729.4x-7639.4x^2+11223x^3-177.82y+34.774y^2)/(1+16.851x-73.809x^2+107.37x^3-1.7753y+0.34665y^2),11,-0.74157,-0.95927,19.362,142.9,-3.4064,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4,z=244610+335040lnx+453710(lnx)^2+306640(lnx)^3+103310(lnx)^4+13870(lnx)^5-612930lny+963510(lny)^2-670210(lny)^3+174040(lny)^4,10,-0.7744,-0.97377,19.434,41.215,-3.8842,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4,z=244610+335040lnx+453710(lnx)^2+306640(lnx)^3+103310(lnx)^4+13870(lnx)^5-612930lny+963510(lny)^2-670210(lny)^3+174040(lny)^4,10,-0.7744,-0.97377,19.434,41.215,-3.8842,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=197010-491.75lnx-746.17(lnx)^2-247.96(lnx)^3-288660y+151160y^2-30426y^3+484.86y^4+374.56y^5,9,-0.80709,-0.9878,19.503,37.168,-4.4662,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=197010-491.75lnx-746.17(lnx)^2-247.96(lnx)^3-288660y+151160y^2-30426y^3+484.86y^4+374.56y^5,9,-0.80709,-0.9878,19.503,37.168,-4.4662,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=32797+310320x-2837000x^2+12774000x^3-28389000x^4+24984000x^5+12459y-89212y^2+65431y^3-18612y^4+1895.1y^5,11,-0.92656,-1.1674,20.364,38.407,-3.8475,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy+Hy^2+Iy^3+Jy^4+Ky^5,z=32797+310320x-2837000x^2+12774000x^3-28389000x^4+24984000x^5+12459y-89212y^2+65431y^3-18612y^4+1895.1y^5,11,-0.92656,-1.1674,20.364,38.407,-3.8475,simple,3
z=(A+Blnx+C(lnx)^2+Dy+Ey^2+Fy^3)/(1+Glnx+H(lnx)^2+Iy+Jy^2+Ky^3),z=(7598.6+1951.5lnx+809.97(lnx)^2-6585.5y+2097.4y^2-196.21y^3)/(1+22.282lnx+9.109(lnx)^2+24.497y-14.222y^2+2.5782y^3),11,-1.0212,-1.2738,20.859,163.09,-4.0419,simple,3
z=(A+Blnx+C(lnx)^2+Dy+Ey^2+Fy^3)/(1+Glnx+H(lnx)^2+Iy+Jy^2+Ky^3),z=(7598.6+1951.5lnx+809.97(lnx)^2-6585.5y+2097.4y^2-196.21y^3)/(1+22.282lnx+9.109(lnx)^2+24.497y-14.222y^2+2.5782y^3),11,-1.0212,-1.2738,20.859,163.09,-4.0419,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3+Jy^4,z=251870-12550/x+5589.2/x^2-1248.6/x^3+139.17/x^4-6.1686/x^5-373180y+216590y^2-55702y^3+5355.4y^4,10,-3.7402,-4.2728,31.763,52.594,-7.0224,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3+Jy^4,z=251870-12550/x+5589.2/x^2-1248.6/x^3+139.17/x^4-6.1686/x^5-373180y+216590y^2-55702y^3+5355.4y^4,10,-3.7402,-4.2728,31.763,52.594,-7.0224,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=161870+10879x-108270x^2+409830x^3-527800x^4-685890lny+1084700(lny)^2-759560(lny)^3+198730(lny)^4,9,-3.8067,-4.2874,31.807,51.226,-7.9196,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=161870+10879x-108270x^2+409830x^3-527800x^4-685890lny+1084700(lny)^2-759560(lny)^3+198730(lny)^4,9,-3.8067,-4.2874,31.807,51.226,-7.9196,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3+Iy^4,z=261850+9662x-99865x^2+384280x^3-498920x^4-408060y+237730y^2-61388y^3+5928.8y^4,9,-5.3451,-5.9796,36.544,55.122,-8.424,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3+Iy^4,z=261850+9662x-99865x^2+384280x^3-498920x^4-408060y+237730y^2-61388y^3+5928.8y^4,9,-5.3451,-5.9796,36.544,55.122,-8.424,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy,z=-367750-1197000lnx-1553900(lnx)^2-1005900(lnx)^3-324770(lnx)^4-41850(lnx)^5+49.708y,7,-16.272,-17.587,59.636,99.553,-12.382,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy,z=-367750-1197000lnx-1553900(lnx)^2-1005900(lnx)^3-324770(lnx)^4-41850(lnx)^5+49.708y,7,-16.272,-17.587,59.636,99.553,-12.382,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3,z=280190+830640lnx+1100700(lnx)^2+727930(lnx)^3+240170(lnx)^4+31615(lnx)^5-36132y+14634y^2-1970.5y^3,9,-20.943,-23.137,67.959,86.754,-9.5443,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3,z=280190+830640lnx+1100700(lnx)^2+727930(lnx)^3+240170(lnx)^4+31615(lnx)^5-36132y+14634y^2-1970.5y^3,9,-20.943,-23.137,67.959,86.754,-9.5443,simple,3
z=(A+Bx+Cy+Dy^2+Ey^3)/(1+Fx+Gx^2+Hx^3+Iy),z=(7258.4-1397.3x-8525.9y+3448.9y^2-455.33y^3)/(1-12.244x-47.211x^2+117.87x^3+1.3923y),9,-3052.1,-3357.4,801.62,7604.1,-9.9967,simple,3
z=(A+Bx+Cy+Dy^2+Ey^3)/(1+Fx+Gx^2+Hx^3+Iy),z=(7258.4-1397.3x-8525.9y+3448.9y^2-455.33y^3)/(1-12.244x-47.211x^2+117.87x^3+1.3923y),9,-3052.1,-3357.4,801.62,7604.1,-9.9967,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Ix^3+Jy),z=(2381.7-1375.1x+2256.8x^2-2666.2y+1076.2y^2-142.94y^3)/(1-7.0919x-9.0939x^2+48.594x^3+0.25445y),10,-15686.0,-17449.0,1827.3,17238.0,-8.8994,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Ix^3+Jy),z=(2381.7-1375.1x+2256.8x^2-2666.2y+1076.2y^2-142.94y^3)/(1-7.0919x-9.0939x^2+48.594x^3+0.25445y),10,-15686.0,-17449.0,1827.3,17238.0,-8.8994,simple,3
lnz=A+Bx^(2.5)+Cy/lny,lnz=15.865+10.231x^(2.5)-4.203y/lny,3,0.35415,0.33396,11.289,25.211,17.547,ln,3
lnz=A+Bx^3+Cy,lnz=3.3487+16.763x^3+0.43846y,3,0.34384,0.32333,11.379,25.538,16.769,ln,3
lnz=A+Bx^3+Cylny,lnz=3.9231+16.739x^3+0.22772ylny,3,0.34277,0.32223,11.388,25.541,16.689,ln,3
lnz=A+Bx^(2.5)+Cy,lnz=3.2976+9.5393x^(2.5)+0.44442y,3,0.34075,0.32015,11.405,25.974,16.54,ln,3
lnz=A+Bx^(2.5)+Cylny,lnz=3.8798+9.5254x^(2.5)+0.23086ylny,3,0.33972,0.31909,11.414,25.974,16.465,ln,3
lnz=A+Bx^2lnx+Cy/lny,lnz=16.039-5.9683x^2lnx-4.3391y/lny,3,0.33913,0.31848,11.419,26.589,16.421,ln,3
lnz=A+Bx^2+Cy,lnz=3.2282+5.6238x^2+0.45076y,3,0.33706,0.31635,11.437,26.431,16.27,ln,3
lnz=A+Bx^2+Cylny,lnz=3.8187+5.6153x^2+0.23419ylny,3,0.33605,0.3153,11.446,26.432,16.196,ln,3
lnz=A+Bx^2lnx+Cy,lnz=3.0642-5.541x^2lnx+0.4647y,3,0.32826,0.30727,11.513,27.394,15.638,ln,3
lnz=A+Bx^2lnx+Cylny,lnz=3.673-5.532x^2lnx+0.24153ylny,3,0.32731,0.30628,11.521,27.393,15.57,ln,3
z^(-1)=A+Bx^3+Cy/lny,z^(-1)=-0.092154-0.16472x^3+0.038021y/lny,3,0.35624,0.33612,11.271,25.58,17.708,inv,3
z^(-1)=A+Bx^(2.5)+Cy/lny,z^(-1)=-0.092771-0.093911x^(2.5)+0.038379y/lny,3,0.35313,0.33292,11.298,26.017,17.469,inv,3
z^(-1)=A+Bx^3+Cy,z^(-1)=0.021622-0.15342x^3-0.0040471y,3,0.33341,0.31258,11.469,26.458,16.006,inv,3
z^(-1)=A+Bx^3+Cylny,z^(-1)=0.016321-0.15319x^3-0.0021028ylny,3,0.33209,0.31121,11.48,26.451,15.91,inv,3
z^(-1)=A+Bx^(2.5)+Cy,z^(-1)=0.022089-0.087372x^(2.5)-0.0041005y,3,0.33129,0.31039,11.487,26.895,15.853,inv,3
z^(-1)=A+Bx^(2.5)+Cylny,z^(-1)=0.016718-0.087234x^(2.5)-0.0021309ylny,3,0.33001,0.30908,11.498,26.886,15.762,inv,3
z^(-1)=A+Bx^2+Cy,z^(-1)=0.022723-0.051545x^2-0.0041574y,3,0.32862,0.30764,11.51,27.337,15.663,inv,3
z^(-1)=A+Bx^2+Cylny,z^(-1)=0.017279-0.051462x^2-0.0021609ylny,3,0.32718,0.30616,11.522,27.345,15.561,inv,3
z^(-1)=A+Bx^2lnx+Cy,z^(-1)=0.024227+0.05086x^2lnx-0.0042829y,3,0.32136,0.30015,11.572,28.293,15.153,inv,3
z^(-1)=A+Bx^2lnx+Cylny,z^(-1)=0.018617+0.050773x^2lnx-0.0022269ylny,3,0.32014,0.29889,11.582,28.286,15.068,inv,3
